,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
69,8879,US,"This winery's bottlings manage to pack bright, fruity energy and a wide array of herbs and seasonings into the same lithe frame. In this case, sagebrush and chaparral meet candied red cherry and dark pomegranate on the nose. The palate shows lots of oregano, thyme and bay leaf against a ripe cranberry base, with touches of black tea and rosehip adding to the complexity.",Sandy's,95,50.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Melville 2014 Sandy's Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville
70,8917,Portugal,"A big-hearted, fruity wine. With its ripe tannins and red berry fruits, this red is certainly powerful, but it manages to keep its balance, finishing ripe and sweet. This is a wine that could be enjoyed now, but would certainly age over the next 4–5 years.",,92,20.0,Douro,,,Roger Voss,@vossroger,Quinta do Passadouro 2005 Red (Douro),Portuguese Red,Quinta do Passadouro
71,9031,Portugal,"Big, rich and fruity, this wine has a powerful future. It delivers structure and dense tannins, but it's the generous fruitiness that promises much. The tannins will soften by 2016–2017 to give a ripe, full-bodied wine, packed with fruit.",Terra D'Alter Reserva,91,20.0,Alentejano,,,Roger Voss,@vossroger,Terras de Alter 2011 Terra D'Alter Reserva Red (Alentejano),Portuguese Red,Terras de Alter
72,9053,US,"This cuvée offers a classic mix of rose petals, black cherry and cola. It's lively, fruity and light on its feet. Delicate touches of herb, pinpoint acidity, a hint of lime and perfect balance keep it satisfying through an extended finish.",Dundee Hills,91,45.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Sokol Blosser 2010 Dundee Hills Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser
73,9106,France,"Rich and spicy, this 90% Merlot and 10% Cabernet Sauvignon from 10 acres generous and ripe, with warm tannins and a fruity, red berry character. This blend has attractive acidity and spicy flavors from the combination of wood and stainless-steel aging. This is only the second vintage from enologist Jean-Rémi Larrat's own property. It is worth aging, so drink from 2017.",,90,16.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Chatard 2012  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Chatard
74,9121,France,Ripe plum fruits give this big and fruity wine from the 130-acre Castéra vineyard a rich character. The structure provides a fine support with tannins that bring out the concentrated blackberry fruits. It's full of potential; drink from 2018.,,90,25.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Castera 2011  Médoc,Bordeaux-style Red Blend,Château Castera
75,9124,France,"This complex, spicy and fruity wine is big, with attractive acidity. It is piled with berry fruits that give a rich character. The fruits are supported by well-judged wood. This full-bodied wine will develop well; drink from 2017.",,90,14.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château la Verrière 2012  Bordeaux Supérieur,Bordeaux-style Red Blend,Château la Verrière
76,9235,France,"Owned by the Bernard family who also own one of the major Bordeaux negociants, Millésima, the wine is structured, deliciously fruity and with a series of smoky tannins that will allow it to age. It comes from a vineyard close to Pauillac and that shows in the dense Cabernet Sauvignon that gives the wine its weight. Drink from 2021.",,91,17.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Peyrabon 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Peyrabon
77,9309,Chile,"You can't compare Borobo to anything else because what else is a blend of Carmenère, Cab Sauvignon, Syrah and Pinot Noir? Overall, this is a polished wine with tobacco, balsam wood and cedary berry aromas. The palate is soft and rich, with mellow tannins. Flavors of spice, berry and plum are slightly baked, and the finish keeps the mellow, fruity vibe going. Drink through 2018.",Borobo,92,85.0,Rapel Valley,,,Michael Schachner,@wineschach,Lapostolle 2010 Borobo Red (Rapel Valley),Red Blend,Lapostolle
78,9390,Argentina,"This ultraripe Malbec-led blend suggests aged P. X. Sherry via raisin and citrus peel aromas. A jammy palate manages to exhibit balance, despite heavy ripeness, while flavors of blackberry, cassis and prune are dark and dense. A savory, warm, saturated finish continues the theme of maximum ripeness. Drink through 2020.",Alto,93,85.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alta Vista 2011 Alto Red (Mendoza),Red Blend,Alta Vista
79,9509,,"This mouthwatering blend starts with a nose of fresh mint, pineapple and mango, followed by flavors of orange peel, peach and lemon. Fresh and fruity with a mineral backbone, the wine finishes on an earthy spin. Pair with grilled sardines or poultry dishes.",Theopetra Malagouzia-Assyrtiko,92,28.0,,,,Susan Kostrzewa,@suskostrzewa,Tsililis 2015 Theopetra Malagouzia-Assyrtiko White,White Blend,Tsililis
80,9609,France,"A rich, Port-like wine that is full and concentrated while also soft and fruity. It is powerfully structured, with a balance of great acidity to balance the dry tannins, imparting a fine texture. An impressive wine that will need many years to age. Drink from 2017.",Prestige,93,13.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Vincens 2011 Prestige Malbec-Merlot (Cahors),Malbec-Merlot,Château Vincens
81,9651,US,"Surprisingly shy in aromas at first, this eventually releases pleasing elements of mace, nutmeg, star anise and red cherry. The palate is softly lush and earthy, with black rocks, heavy black plum, hoisin sauce, boysenberry and a cola character. With quite strong structure, this will smooth and grow more delicious with time. Drink 2018–2028.",Melville Vineyard,91,64.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2013 Melville Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen
82,10011,France,"Full, ripe and roundly fruity, this is a good example of the natural opulence of 2009. It has rich black fruits, soft tannins, a dark hint of wood and generous richness. Powered by both its acidity and its structure, it is developing well. Drink from 2014.",,91,20.0,Bordeaux,Montagne-Saint-Émilion,,Roger Voss,@vossroger,Château de Malengin 2009  Montagne-Saint-Émilion,Bordeaux-style Red Blend,Château de Malengin
83,10024,Portugal,"Solid tannins lead into a wine that balances very dry, dark fruits with dense wood textures. It's a solid, chunky, bold wine, richly fruity and still young. Drink this firm, ageworthy wine from 2016.",Vale de Cavalos,91,18.0,Douro,,,Roger Voss,@vossroger,Poças 2011 Vale de Cavalos Red (Douro),Portuguese Red,Poças
84,10322,France,"This big, fruity black-colored wine has ripe stone fruit flavors and firm, ripe tannins. There is structure, obvious aging potential as well as ripe, sweet juicy Merlot fruit flavors. Age for 5-6 years.",,90,56.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Vieux Château des Templiers 2008  Pomerol,Bordeaux-style Red Blend,Vieux Château des Templiers
85,10378,US,"Here's a full-bodied Pinot Noir that's a little high in alcohol, but that's the cost of all the richness. The flavors of raspberry jam, cherry pie, sweet date and smoky, buttery vanilla are frankly addictive. Lovely pairings would be grilled salmon steaks with a fruity salsa or lamb chops in a wine reduction sauce.",Wildcat Vineyard,91,49.0,California,Sonoma Coast,Sonoma,,,MacPhail 2010 Wildcat Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,MacPhail
86,10484,France,"This blend of Merlot and Cabernet Sauvignon is full of black currants, rounded berry fruits and some solid tannins. The fruit dominates, spicy and fruity with final acidity. It is both drinkable from 2016 and worth aging until 2018.",Cuvée Germain,90,23.0,Southwest France,Côtes du Tarn,,Roger Voss,@vossroger,Domaine D'en Ségur 2012 Cuvée Germain Red (Côtes du Tarn),Bordeaux-style Red Blend,Domaine D'en Ségur
87,10486,US,"This has a medium-deep color with a slightly purple rim. Fresh and fruity aromas bring to mind strawberry juice, tart cherries and rose-hip tea. With medium body and enough tannin for a velvety texture, this well-mannered, slightly restrained wine keeps asking for another sip.",Helluva Vineyard,90,30.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Donkey & Goat 2013 Helluva Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Donkey & Goat
88,10536,Portugal,"This intensely fruity wine is full of crisp acidity, lemon and lime flavors and a tangy, tight, steely texture. The wine is mineral and structured, while remaining fresh and attractively juicy. It's tempting to drink it now because of the freshness, but better wait until 2016.",Colheita Branco,90,14.0,Dão,,,Roger Voss,@vossroger,Casa da Passarella 2013 Colheita Branco White (Dão),Portuguese White,Casa da Passarella
89,10537,Portugal,"Firm and structured, this has dense tannins as well as fruity character. Both the texture and the black plum fruits are concentrated. Flavors of wood aging have smoothed out the naturally stalky character of the fruit. Drink from 2016.",Cape Roca Lighthouse Reserva,90,19.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2012 Cape Roca Lighthouse Reserva Red (Douro),Portuguese Red,Casca Wines
90,10629,US,"The aromas start out quite brooding, opening to reveal notes of green pepper, vanilla, wood spice, powdered cayenne and dark cherry. The flavors are lithe and polished, with cherry, vanilla and coffee interweaving throughout to an extended finish. It comes off as oak heavy but still impresses.",Andreas Wallula Vineyard,91,80.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Den Hoed 2012 Andreas Wallula Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Den Hoed
91,10741,Chile,"Pure on the nose, with a delightful mix of graphite, wild berry, cedar and minerally aromas, this is a rich, plump, mildly tannic Cabernet that will show best in the near term. Flavors of cassis, subdued oak spice and vanilla finish with ripe dark-berry sweetness and proper overall weight. Drink through 2018.",El Recurso Single Vineyard Block N°18,91,20.0,Maipo Valley,,,Michael Schachner,@wineschach,Cono Sur 2012 El Recurso Single Vineyard Block N°18 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Cono Sur
92,10890,Canada,"This southern Rhône-style blend is soft, lush and heavy with a rich mix of peach, apricot and papaya fruit power. One-third new oak barrels put a patina of toast and butterscotch on the ripe fruit, with a finishing flavor of fresh roasted cashews.",Trebella,90,20.0,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Church & State 2012 Trebella White (Okanagan Valley),Rhône-style White Blend,Church & State
93,10927,US,"There is much to like about the youthful vibrancy of this wine from Texas-raised Ryan Roark. It packs bright and fruity raspberry, pomegranate, hibiscus and crushed violet aromas on the nose. The refreshing palate pairs snappy raspberry fruit with fennel pollen and eucalyptus touches.",Burning Creek Ranch,93,72.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Roark Wine Co. 2015 Burning Creek Ranch Pinot Noir (Sta. Rita Hills),Pinot Noir,Roark Wine Co.
94,11091,US,"Great vineyards, great winery, great vintage: There's lots to like about this big, bold, fruity wine that manages to be complex and elegant at the same time. Masses of blackberry, black currant and violets, with smoke and vanilla from oak aging. What's hard to convey is the balance, richness, harmony and depth of flavor, which are really stunning. Age it for a few years if you want, but it's at or near its delicious best now.",,93,35.0,California,Napa Valley,Napa,,,Stag's Leap Wine Cellars 1997 Merlot (Napa Valley),Merlot,Stag's Leap Wine Cellars
95,11407,Portugal,"To judge by the weight of the bottle, this wine is meant to be taken seriously. In fact, its wood aging is the only serious thing about this attractive, dense and fruity wine. It is finely structured with yellow fruits just supported by the toastiness. Drink the wine now.",Colheita,91,20.0,Douro,,,Roger Voss,@vossroger,Duorum 2015 Colheita White (Douro),Portuguese White,Duorum
96,11488,France,"The top cuvée from Thomas (you can tell by the heavy statement bottle), this is an almost opulent expression of Sauvignon Blanc. It builds on its texture, gained from the chalk soils of Sancerre, with intense tropical fruits, pineapple as well as citrus and grapefruit. It is structured, dense and impressive.",Ultimus,92,40.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Thomas & Fils 2011 Ultimus  (Sancerre),Sauvignon Blanc,Domaine Thomas & Fils
97,11551,Australia,"The flagship wine from a relatively new Barossa producer, the 2004 Benno features smoky, savory, spice- and meat-driven aromas that easily move into complex and well-integrated flavors of spice and dark berries. Despite its labeled 15% alcohol, the wine isn't heavy, instead offering medium body and a creamy smooth texture. Finishes long, with lingering dark fruit flavors. Drink now–2020.",Benno Shiraz-Mataro,92,75.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Murray Street 2004 Benno Shiraz-Mataro Red (Barossa Valley),Red Blend,Murray Street
